"Date: 2024-05-22+0000"
"Version: 7.1"
"Status: 
0 Normal
"Life","🌈每日清单","进行最后的场景设计 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","School, Thesis, Design, ticktick","","N","","","","","3","0","2023-05-23T02:37:09+0000","2023-05-24T02:14:25+0000","-2","America/Los_Angeles","true","false",,,"list","198",""
"Life","🌈每日清单","去DMV考笔试 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-05-26T07:00:00+0000","2023-05-26T07:00:00+0000","","","5","2","2023-05-22T02:05:54+0000","2024-05-22T03:29:51+0000","-1","America/Los_Angeles","true","false",,,"list","199",""
"Life","🌈每日清单","把VoiceCopy的软件下载下来并测试一下 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","https://github.com/RVC-Boss/GPT-SoVITS?tab=readme-ov-file","N","","","","","1","2","2024-01-30T19:50:22+0000","2024-05-22T03:30:13+0000","1","America/Los_Angeles","true","false",,,"list","200","549"
"Life","🌈每日清单","CV [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","CV, ticktick","Act like an experienced job hunting coach. Generate a Cover letter  based on the information about the (Position Name), (Company Name), {Company Description}, (Position Responsibilities), (Position Requirements), (Position Seniority). Present your response as a plain text Cover letter . Make sure the Cover letter  is specific to the particular job description provided.{Position Name}: (Company Name}: {Company Description}: {Position Responsibilities}:(Position Requirements):(Position Seniority):","N","","","","","0","2","2024-01-15T13:13:41+0000","2024-05-22T03:29:51+0000","67108862","America/Los_Angeles","false","false",,,"list","201",""
"Life","🌈每日清单","January 31 at 11:59 CST. [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","![image](f1154c26a987822ebcb6325d/eec74d86a6d8c171e1f99669.png)","N","2024-02-01T19:59:00+0000","2024-02-01T19:59:00+0000","","","0","2","2024-01-19T19:36:37+0000","2024-05-22T03:29:51+0000","134217726","America/Los_Angeles","false","false",,,"list","202",""
"Life","🌈每日清单","打电话询问关于我的体检报告 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-12T07:00:00+0000","2023-10-12T07:00:00+0000","","","3","2","2023-10-12T07:31:01+0000","2024-05-22T03:29:51+0000","134217726","America/Los_Angeles","true","false",,,"list","203",""
"Life","🌈每日清单","try super describe [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-26T08:00:00+0000","2024-01-26T08:00:00+0000","","","0","2","2024-01-26T08:33:03+0000","2024-05-22T03:30:47+0000","134217728","America/Los_Angeles","true","false",,,"list","204","16"
"Life","🌈每日清单","检查我的绿卡状态 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-25T08:00:00+0000","2024-01-25T08:00:00+0000","","","5","2","2024-01-26T01:12:47+0000","2024-05-22T03:30:15+0000","264241152","America/Los_Angeles","true","false",,,"list","205","17"
"Life","🌈每日清单","每周至少1次学习开车 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick, Drive","","N","","","","","3","2","2023-05-22T02:06:02+0000","2024-05-22T03:29:51+0000","268435454","America/Los_Angeles","true","false",,,"list","206",""
"Life","🌈每日清单","【AI声音克隆又进化了，1分钟训练模型，一键启动包发布！-哔哩哔哩】 [AI声音克隆又进化了，1分钟训练模型，一键启动包发布！_哔哩哔哩_bilibili](https://b23.tv/WZPqy1I) [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","","","","","1","2","2024-01-30T19:52:36+0000","2024-05-22T03:30:49+0000","268435456","America/Los_Angeles","true","false",,,"list","207","549"
"Life","🌈每日清单","try doc maker [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-26T08:00:00+0000","2024-01-26T08:00:00+0000","","","0","2","2024-01-26T08:33:03+0000","2024-05-22T03:30:14+0000","268435456","America/Los_Angeles","true","false",,,"list","208","16"
"Life","🌈每日清单","1: Rough sketch of the props structure [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","- in the Unreal outliner using the prefix “SidewalkOccluder_ ”- presentation lit- heads up if it’s not Maya, Max, or Substance Painter- Any sketches or files explaining your design or thought processes- Final image examples or movies from Unreal 5.x","N","2023-07-12T07:00:00+0000","2023-07-12T07:00:00+0000","","","5","2","2023-07-12T23:01:02+0000","2024-05-22T03:30:13+0000","268435456","America/Los_Angeles","true","false",,,"list","209","103"
"Life","🌈每日清单","「comfyui面部特征迁移」资源和工作流链接：[夸克网盘分享](https://pan.quark.cn/s/f37f58da6611) [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-20T08:00:00+0000","2024-01-20T08:00:00+0000","","","5","2","2024-01-20T15:37:00+0000","2024-05-22T03:30:52+0000","402653184","America/Los_Angeles","true","false",,,"list","210","18"
"Life","🌈每日清单","【AutoGen Studio 教程 - 无代码人工智能代理生成器（100% 本地化）-哔哩哔哩】 [AutoGen Studio 教程 - 无代码人工智能代理生成器（100% 本地化）_哔哩哔哩_bilibili](https://b23.tv/N2gV0fB) 阅读这个视频 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","","","","","1","2","2024-01-30T19:52:52+0000","2024-05-22T03:30:12+0000","536870912","America/Los_Angeles","true","false",,,"list","211","549"
"Life","🌈每日清单","Screenshot to code GPT [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-26T08:00:00+0000","2024-01-26T08:00:00+0000","","","5","2","2024-01-26T09:42:44+0000","2024-05-22T03:30:16+0000","536870912","America/Los_Angeles","true","false",,,"list","212","16"
"Life","🌈每日清单","下载bear [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-18T08:00:00+0000","2024-01-18T08:00:00+0000","","","5","2","2024-01-19T07:30:03+0000","2024-05-22T03:30:11+0000","536870912","America/Los_Angeles","true","false",,,"list","213","20"
"Life","🌈每日清单","2: Searching the Refs for the props [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-07-12T07:00:00+0000","2023-07-12T07:00:00+0000","","","5","2","2023-07-12T23:01:10+0000","2024-05-22T03:30:45+0000","536870912","America/Los_Angeles","true","false",,,"list","214","103"
"Life","🌈每日清单","探索模型管理插件 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","","","","","1","2","2024-01-30T19:52:54+0000","2024-05-22T03:30:15+0000","805306368","America/Los_Angeles","true","false",,,"list","215","549"
"Life","🌈每日清单","降级midjourney的sub [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-23T08:00:00+0000","2024-01-23T08:00:00+0000","","","5","2","2024-01-23T18:03:56+0000","2024-05-22T03:30:51+0000","805306368","America/Los_Angeles","true","false",,,"list","216","18"
"Life","🌈每日清单","尝试一次新的安装流程 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-19T08:00:00+0000","2024-01-19T08:00:00+0000","","","5","2","2024-01-19T07:30:13+0000","2024-05-22T03:30:11+0000","805306368","America/Los_Angeles","true","false",,,"list","217","20"
"Life","🌈每日清单","3: LP mesh in Blender [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-07-12T07:00:00+0000","2023-07-12T07:00:00+0000","","","5","2","2023-07-12T23:01:16+0000","2024-05-22T03:30:50+0000","805306368","America/Los_Angeles","true","false",,,"list","218","103"
"Life","🌈每日清单","【【栗子酱】3D模型中如何使用AI来进行辅助，STABLE PROJECTORZ你一定不能错过-哔哩哔哩】 [【栗子酱】3D模型中如何使用AI来进行辅助，STABLE PROJECTORZ你一定不能错过_哔哩哔哩_bilibili](https://b23.tv/si3Buqs) [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-03-01T08:00:00+0000","2024-03-01T08:00:00+0000","","","1","2","2024-01-30T19:53:27+0000","2024-05-22T03:30:10+0000","1073741824","America/Los_Angeles","true","false",,,"list","219","549"
"Life","🌈每日清单","通过password更改过于简单的密码 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-23T08:00:00+0000","2024-01-23T08:00:00+0000","","","5","2","2024-01-23T18:29:10+0000","2024-05-22T03:30:45+0000","1073741824","America/Los_Angeles","true","false",,,"list","220","18"
"Life","🌈每日清单","4: HP mesh [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-07-12T07:00:00+0000","2023-07-12T07:00:00+0000","","","5","2","2023-07-12T23:01:23+0000","2024-05-22T03:30:11+0000","1073741824","America/Los_Angeles","true","false",,,"list","221","103"
"Life","🌈每日清单","[EasyUse (10), 反推提示词 高级应用, comfyUI,工作流分享_哔哩哔哩_bilibili](https://www.bilibili.com/video/BV1mK4y1B7De/?buvid=babbf19cff7f6bdab8fb06502423e310&from_spmid=tm.recommend.0.0&is_story_h5=false&mid=632zI%2BqtS51fyikddryrmg%3D%3D&p=1&plat_id=116&share_from=ugc&share_medium=iphone&share_plat=ios&share_session_id=DCF7F050-48B6-412B-8950-F4A4ACED4B9B&share_source=WEIXIN&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1706733101&unique_k=5JnBNx1&up_id=497507364) [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","","","","","1","2","2024-02-01T00:45:39+0000","2024-05-22T03:30:51+0000","1342177280","America/Los_Angeles","true","false",,,"list","222","549"
"Life","🌈每日清单","申请工作 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-23T08:00:00+0000","2024-01-23T08:00:00+0000","","","5","2","2024-01-23T20:21:32+0000","2024-05-22T03:30:48+0000","1342177280","America/Los_Angeles","true","false",,,"list","223","18"
"Life","🌈每日清单","部署可以直接使用我電腦的AI [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-19T08:00:00+0000","2024-01-19T08:00:00+0000","","","5","2","2024-01-19T16:21:00+0000","2024-05-22T03:30:10+0000","1342177280","America/Los_Angeles","true","false",,,"list","224","20"
"Life","🌈每日清单","5: Unwarp the meshes in UVRizom [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-07-13T00:00:00+0000","2023-07-13T00:00:00+0000","","","5","2","2023-07-12T23:01:34+0000","2024-05-22T03:30:47+0000","1342177280","America/Los_Angeles","true","false",,,"list","225","103"
"Life","🌈每日清单","每周至少1次学习开车 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick, Drive","","N","2023-12-27T04:00:00+0000","2023-12-27T04:00:00+0000","","","3","2","2024-01-09T09:39:05+0000","2024-05-22T03:29:52+0000","1345323006","America/Los_Angeles","false","false",,,"list","226",""
"Life","🌈每日清单","[终于可以自己做动画了！一键视频转动漫工具！超稳定！无闪烁！保姆级教程，有手就行！_哔哩哔哩_bilibili](https://www.bilibili.com/video/BV1p5411B7rh/?buvid=babbf19cff7f6bdab8fb06502423e310&from_spmid=main.my-history.0.0&is_story_h5=false&mid=632zI%2BqtS51fyikddryrmg%3D%3D&p=1&plat_id=116&share_from=ugc&share_medium=iphone&share_plat=ios&share_session_id=7A61810A-1F80-4AFE-A52F-34C1A7FD0825&share_source=WEIXIN&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1706401669&unique_k=CsnMTrX&up_id=291340706&vd_source=f03b75fc84fa5eba1bfaf6abc14e3779) [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","","","","","1","2","2024-02-01T01:00:47+0000","2024-05-22T03:30:15+0000","1610612736","America/Los_Angeles","true","false",,,"list","227","549"
"Life","🌈每日清单","看看fooocus的中文包有没有更新 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-23T08:00:00+0000","2024-01-23T08:00:00+0000","","","5","2","2024-01-23T20:24:01+0000","2024-05-22T03:30:49+0000","1610612736","America/Los_Angeles","true","false",,,"list","228","18"
"Life","🌈每日清单","部署我剛剛看到的 方便跨平台使用的AI [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-19T08:00:00+0000","2024-01-19T08:00:00+0000","","","5","2","2024-01-19T16:21:19+0000","2024-05-22T03:30:12+0000","1610612736","America/Los_Angeles","true","false",,,"list","229","20"
"Life","🌈每日清单","6: Texture in SP [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-07-13T00:00:00+0000","2023-07-13T00:00:00+0000","","","5","2","2023-07-12T23:01:41+0000","2024-05-22T03:30:48+0000","1610612736","America/Los_Angeles","true","false",,,"list","230","103"
"Life","🌈每日清单","将安德鲁教授的podcast 通过文字转语音的方式 转成 通过这个文字转语音的AI 把它给转成一个中文播客 然后每天晚上睡觉的时候可以用来听 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-04-01T07:00:00+0000","2024-04-01T07:00:00+0000","","","3","2","2024-02-29T09:38:37+0000","2024-05-22T03:30:32+0000","1879048192","America/Los_Angeles","true","false",,,"list","231","549"
"Life","🌈每日清单","查找寿喜锅的做法 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-19T08:00:00+0000","2024-01-19T08:00:00+0000","","","5","2","2024-01-19T16:55:54+0000","2024-05-22T03:30:52+0000","1879048192","America/Los_Angeles","true","false",,,"list","232","20"
"Life","🌈每日清单","7: Final Check and Send [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","CHECKLIST","ticktick","▫1. in the Unreal outliner using the prefix “SidewalkOccluder_ ”▫2. presentation lit▫3. heads up if it’s not Maya, Max, or Substance Painter▫4. Any sketches or files explaining your design or thought processes▫5. Final image examples or movies from Unreal 5.x","Y","2023-07-13T00:00:00+0000","2023-07-13T00:00:00+0000","","","5","2","2023-07-12T23:02:00+0000","2024-05-22T03:30:15+0000","2147483648","America/Los_Angeles","true","false",,,"list","233","103"
"Life","🌈每日清单","声音软件[你的声音，现在是我的了！- 手把手教你用 GPT-SoVITS 克隆声音！_哔哩哔哩_bilibili](https://www.bilibili.com/video/BV1P541117yn/?spm_id_from=333.999.0.0&vd_source=f03b75fc84fa5eba1bfaf6abc14e3779) [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-04-01T07:00:00+0000","2024-04-01T07:00:00+0000","","","3","2","2024-03-10T11:29:47+0000","2024-05-22T03:30:37+0000","2415919104","America/Los_Angeles","true","false",,,"list","234","549"
"Life","🌈每日清单","每周至少1次学习开车 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick, Drive","","N","2023-11-15T04:00:00+0000","2023-11-15T04:00:00+0000","","","3","2","2023-12-22T21:45:18+0000","2024-05-22T03:29:52+0000","2422210558","America/Los_Angeles","false","false",,,"list","235",""
"Life","🌈每日清单","在Config UI中尝试腾讯的新的Photomaker这个节点 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-19T08:00:00+0000","2024-01-19T08:00:00+0000","","","5","2","2024-01-19T18:59:23+0000","2024-05-22T03:30:46+0000","2684354560","America/Los_Angeles","true","false",,,"list","236","20"
"Life","🌈每日清单","更新AI GENERATORS:Copy UI, Fooocus, and Web UI [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-19T08:00:00+0000","2024-01-19T08:00:00+0000","","","5","2","2024-01-19T18:59:43+0000","2024-05-22T03:30:53+0000","2952790016","America/Los_Angeles","true","false",,,"list","237","20"
"Life","🌈每日清单","try Logo creator [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-26T08:00:00+0000","2024-01-26T08:00:00+0000","","","0","2","2024-01-26T08:33:03+0000","2024-05-22T03:30:47+0000","3485466624","America/Los_Angeles","true","false",,,"list","238","17"
"Life","🌈每日清单","申請工作 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2024-01-26T08:00:00+0000","2024-01-26T08:00:00+0000","","","5","2","2024-01-26T11:15:41+0000","2024-05-22T03:30:46+0000","4559208448","America/Los_Angeles","true","false",,,"list","239","17"
"Life","🌈每日清单","每周至少1次学习开车 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick, Drive","","N","2023-11-08T04:00:00+0000","2023-11-08T04:00:00+0000","","","3","2","2023-11-12T18:32:21+0000","2024-05-22T03:29:52+0000","4575985662","America/Los_Angeles","false","false",,,"list","240",""
"Life","🌈每日清单","每周至少1次学习开车 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick, Drive","","N","2023-11-01T03:00:00+0000","2023-11-01T03:00:00+0000","","","3","2","2023-11-03T00:21:50+0000","2024-05-22T03:29:52+0000","8883535870","America/Los_Angeles","false","false",,,"list","241",""
"Life","🌈每日清单","每周至少1次学习开车 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-24T03:00:00+0000","2023-10-24T03:00:00+0000","","","3","2","2023-10-24T02:41:10+0000","2024-05-22T03:29:52+0000","17498636286","America/Los_Angeles","false","false",,,"list","242",""
"Life","🌈每日清单","每周至少1次学习开车 [🌈每日清单.md](obsidian://open?vault=BJ's&file=%F0%9F%8C%88%E6%AF%8F%E6%97%A5%E6%B8%85%E5%8D%95.md)","TEXT","ticktick","","N","2023-10-17T03:00:00+0000","2023-10-17T03:00:00+0000","","","3","2","2023-10-16T09:16:51+0000","2024-05-22T03:29:52+0000","34728837118","America/Los_Angeles","false","false",,,"list","243",""
